date,service_name,resource_id,region,cost_usd,usage_hours,tag_owner,tag_project,tag_environment,anomaly_label
2024-03-18,S3,res-s3-0a0cf7be,us-east-1,97.8,20.73,team-frontend,project-delta,production,normal
2024-03-19,S3,res-s3-0a0cf7be,us-east-1,100.29,22.04,team-frontend,project-delta,production,normal
2024-03-20,S3,res-s3-0a0cf7be,us-east-1,95.67,22.03,team-frontend,project-delta,production,normal
2024-03-21,S3,res-s3-0a0cf7be,us-east-1,96.44,21.51,team-frontend,project-delta,production,normal
2024-03-22,S3,res-s3-0a0cf7be,us-east-1,87.94,22.93,team-frontend,project-delta,production,normal
2024-03-23,S3,res-s3-0a0cf7be,us-east-1,90.77,23.64,team-frontend,project-delta,production,normal
2024-03-24,S3,res-s3-0a0cf7be,us-east-1,93.75,18.65,team-frontend,project-delta,production,normal
2024-03-25,S3,res-s3-0a0cf7be,us-east-1,103.0,19.4,team-frontend,project-delta,production,normal
2024-03-26,S3,res-s3-0a0cf7be,us-east-1,100.22,18.15,team-frontend,project-delta,production,normal
2024-03-27,S3,res-s3-0a0cf7be,us-east-1,100.07,23.31,team-frontend,project-delta,production,normal
2024-03-28,S3,res-s3-0a0cf7be,us-east-1,88.8,21.37,team-frontend,project-delta,production,normal
2024-03-29,S3,res-s3-0a0cf7be,us-east-1,91.09,23.49,team-frontend,project-delta,production,normal
2024-03-30,S3,res-s3-0a0cf7be,us-east-1,93.72,19.33,team-frontend,project-delta,production,normal
2024-03-31,S3,res-s3-0a0cf7be,us-east-1,95.23,18.38,team-frontend,project-delta,production,normal
2024-04-01,S3,res-s3-0a0cf7be,us-east-1,101.87,22.94,team-frontend,project-delta,production,normal
2024-04-02,S3,res-s3-0a0cf7be,us-east-1,98.08,23.46,team-frontend,project-delta,production,normal
2024-04-03,S3,res-s3-0a0cf7be,us-east-1,101.16,19.81,team-frontend,project-delta,production,normal
2024-04-04,S3,res-s3-0a0cf7be,us-east-1,99.35,20.45,team-frontend,project-delta,production,normal
2024-04-05,S3,res-s3-0a0cf7be,us-east-1,89.39,18.84,team-frontend,project-delta,production,normal
2024-04-06,S3,res-s3-0a0cf7be,us-east-1,90.07,23.68,team-frontend,project-delta,production,normal
2024-04-07,S3,res-s3-0a0cf7be,us-east-1,99.14,19.83,team-frontend,project-delta,production,normal
2024-04-08,S3,res-s3-0a0cf7be,us-east-1,103.39,20.96,team-frontend,project-delta,production,normal
2024-04-09,S3,res-s3-0a0cf7be,us-east-1,98.07,18.58,team-frontend,project-delta,production,normal
2024-04-10,S3,res-s3-0a0cf7be,us-east-1,95.84,23.32,team-frontend,project-delta,production,normal
2024-04-11,S3,res-s3-0a0cf7be,us-east-1,92.15,18.81,team-frontend,project-delta,production,normal
2024-04-12,S3,res-s3-0a0cf7be,us-east-1,86.72,20.72,team-frontend,project-delta,production,normal
2024-04-13,S3,res-s3-0a0cf7be,us-east-1,88.77,22.02,team-frontend,project-delta,production,normal
2024-04-14,S3,res-s3-0a0cf7be,us-east-1,92.14,22.46,team-frontend,project-delta,production,normal
2024-04-15,S3,res-s3-0a0cf7be,us-east-1,96.44,23.68,team-frontend,project-delta,production,normal
2024-04-16,S3,res-s3-0a0cf7be,us-east-1,99.53,20.51,team-frontend,project-delta,production,normal
2024-04-17,S3,res-s3-0a0cf7be,us-east-1,97.74,22.45,team-frontend,project-delta,production,normal
2024-04-18,S3,res-s3-0a0cf7be,us-east-1,97.26,18.93,team-frontend,project-delta,production,normal
2024-04-19,S3,res-s3-0a0cf7be,us-east-1,87.66,20.49,team-frontend,project-delta,production,normal
2024-04-20,S3,res-s3-0a0cf7be,us-east-1,93.98,18.59,team-frontend,project-delta,production,normal
2024-04-21,S3,res-s3-0a0cf7be,us-east-1,94.39,20.94,team-frontend,project-delta,production,normal
2024-04-22,S3,res-s3-0a0cf7be,us-east-1,98.57,20.45,team-frontend,project-delta,production,normal
2024-04-23,S3,res-s3-0a0cf7be,us-east-1,101.65,23.71,team-frontend,project-delta,production,normal
2024-04-24,S3,res-s3-0a0cf7be,us-east-1,93.79,18.2,team-frontend,project-delta,production,normal
2024-04-25,S3,res-s3-0a0cf7be,us-east-1,94.01,20.22,team-frontend,project-delta,production,normal
2024-04-26,S3,res-s3-0a0cf7be,us-east-1,90.82,20.66,team-frontend,project-delta,production,normal
2024-04-27,S3,res-s3-0a0cf7be,us-east-1,92.63,23.7,team-frontend,project-delta,production,normal
2024-04-28,S3,res-s3-0a0cf7be,us-east-1,95.82,23.13,team-frontend,project-delta,production,normal
2024-04-29,S3,res-s3-0a0cf7be,us-east-1,105.98,18.6,team-frontend,project-delta,production,normal
2024-04-30,S3,res-s3-0a0cf7be,us-east-1,97.72,22.11,team-frontend,project-delta,production,normal
2024-05-01,S3,res-s3-0a0cf7be,us-east-1,95.51,21.27,team-frontend,project-delta,production,normal
2024-05-02,S3,res-s3-0a0cf7be,us-east-1,91.2,23.87,team-frontend,project-delta,production,normal
2024-05-03,S3,res-s3-0a0cf7be,us-east-1,88.86,20.15,team-frontend,project-delta,production,normal
2024-05-04,S3,res-s3-0a0cf7be,us-east-1,89.54,20.39,team-frontend,project-delta,production,normal
2024-05-05,S3,res-s3-0a0cf7be,us-east-1,98.39,19.14,team-frontend,project-delta,production,normal
2024-05-06,S3,res-s3-0a0cf7be,us-east-1,102.92,18.73,team-frontend,project-delta,production,normal
2024-05-07,S3,res-s3-0a0cf7be,us-east-1,97.92,23.09,team-frontend,project-delta,production,normal
2024-05-08,S3,res-s3-0a0cf7be,us-east-1,94.64,20.73,team-frontend,project-delta,production,normal
2024-05-09,S3,res-s3-0a0cf7be,us-east-1,94.25,21.98,team-frontend,project-delta,production,normal
2024-05-10,S3,res-s3-0a0cf7be,us-east-1,88.87,21.85,team-frontend,project-delta,production,normal
2024-05-11,S3,res-s3-0a0cf7be,us-east-1,93.02,21.58,team-frontend,project-delta,production,normal
2024-05-12,S3,res-s3-0a0cf7be,us-east-1,95.58,18.13,team-frontend,project-delta,production,normal
2024-05-13,S3,res-s3-0a0cf7be,us-east-1,94.22,22.72,team-frontend,project-delta,production,normal
2024-05-14,S3,res-s3-0a0cf7be,us-east-1,104.26,19.46,team-frontend,project-delta,production,normal
2024-05-15,S3,res-s3-0a0cf7be,us-east-1,102.29,18.76,team-frontend,project-delta,production,normal
2024-05-16,S3,res-s3-0a0cf7be,us-east-1,91.23,21.39,team-frontend,project-delta,production,normal
2024-05-17,S3,res-s3-0a0cf7be,us-east-1,89.32,18.41,team-frontend,project-delta,production,normal
2024-05-18,S3,res-s3-0a0cf7be,us-east-1,92.07,22.59,team-frontend,project-delta,production,normal
2024-05-19,S3,res-s3-0a0cf7be,us-east-1,95.95,19.24,team-frontend,project-delta,production,normal
2024-05-20,S3,res-s3-0a0cf7be,us-east-1,100.66,19.3,team-frontend,project-delta,production,normal
2024-05-21,S3,res-s3-0a0cf7be,us-east-1,105.64,23.22,team-frontend,project-delta,production,normal
2024-05-22,S3,res-s3-0a0cf7be,us-east-1,96.55,19.97,team-frontend,project-delta,production,normal
2024-05-23,S3,res-s3-0a0cf7be,us-east-1,90.71,18.89,team-frontend,project-delta,production,normal
2024-05-24,S3,res-s3-0a0cf7be,us-east-1,86.63,23.4,team-frontend,project-delta,production,normal
2024-05-25,S3,res-s3-0a0cf7be,us-east-1,89.28,18.02,team-frontend,project-delta,production,normal
2024-05-26,S3,res-s3-0a0cf7be,us-east-1,94.91,23.15,team-frontend,project-delta,production,normal
2024-05-27,S3,res-s3-0a0cf7be,us-east-1,104.03,18.87,team-frontend,project-delta,production,normal
2024-05-28,S3,res-s3-0a0cf7be,us-east-1,98.08,18.78,team-frontend,project-delta,production,normal
2024-05-29,S3,res-s3-0a0cf7be,us-east-1,97.71,19.5,team-frontend,project-delta,production,normal
2024-05-30,S3,res-s3-0a0cf7be,us-east-1,92.89,19.05,team-frontend,project-delta,production,normal
2024-05-31,S3,res-s3-0a0cf7be,us-east-1,93.59,21.97,team-frontend,project-delta,production,normal
2024-06-01,S3,res-s3-0a0cf7be,us-east-1,98.21,18.15,team-frontend,project-delta,production,normal
2024-06-02,S3,res-s3-0a0cf7be,us-east-1,93.49,18.09,team-frontend,project-delta,production,normal
2024-06-03,S3,res-s3-0a0cf7be,us-east-1,97.26,22.74,team-frontend,project-delta,production,normal
2024-06-04,S3,res-s3-0a0cf7be,us-east-1,102.75,19.43,team-frontend,project-delta,production,normal
2024-06-05,S3,res-s3-0a0cf7be,us-east-1,99.05,19.94,team-frontend,project-delta,production,normal
2024-06-06,S3,res-s3-0a0cf7be,us-east-1,98.09,19.05,team-frontend,project-delta,production,normal
2024-06-07,S3,res-s3-0a0cf7be,us-east-1,91.95,18.31,team-frontend,project-delta,production,normal
2024-06-08,S3,res-s3-0a0cf7be,us-east-1,90.3,22.45,team-frontend,project-delta,production,normal
2024-06-09,S3,res-s3-0a0cf7be,us-east-1,96.68,21.16,team-frontend,project-delta,production,normal
2024-06-10,S3,res-s3-0a0cf7be,us-east-1,102.0,22.47,team-frontend,project-delta,production,normal
2024-06-11,S3,res-s3-0a0cf7be,us-east-1,102.08,20.86,team-frontend,project-delta,production,normal
2024-06-12,S3,res-s3-0a0cf7be,us-east-1,98.54,22.67,team-frontend,project-delta,production,normal
2024-06-13,S3,res-s3-0a0cf7be,us-east-1,95.91,21.08,team-frontend,project-delta,production,normal
2024-06-14,S3,res-s3-0a0cf7be,us-east-1,93.54,18.65,team-frontend,project-delta,production,normal
2024-06-15,S3,res-s3-0a0cf7be,us-east-1,95.07,21.02,team-frontend,project-delta,production,normal
2024-06-16,S3,res-s3-0a0cf7be,us-east-1,96.85,23.67,team-frontend,project-delta,production,normal
2024-06-17,S3,res-s3-0a0cf7be,us-east-1,98.22,18.26,team-frontend,project-delta,production,normal
2024-06-18,S3,res-s3-0a0cf7be,us-east-1,100.07,22.7,team-frontend,project-delta,production,normal
2024-06-19,S3,res-s3-0a0cf7be,us-east-1,100.57,23.2,team-frontend,project-delta,production,normal
2024-06-20,S3,res-s3-0a0cf7be,us-east-1,90.66,21.13,team-frontend,project-delta,production,normal
2024-06-21,S3,res-s3-0a0cf7be,us-east-1,91.37,20.75,team-frontend,project-delta,production,normal
2024-06-22,S3,res-s3-0a0cf7be,us-east-1,90.21,23.78,team-frontend,project-delta,production,normal
2024-06-23,S3,res-s3-0a0cf7be,us-east-1,95.08,18.36,team-frontend,project-delta,production,normal
2024-06-24,S3,res-s3-0a0cf7be,us-east-1,102.5,20.87,team-frontend,project-delta,production,normal
2024-06-25,S3,res-s3-0a0cf7be,us-east-1,100.2,20.41,team-frontend,project-delta,production,normal
2024-06-26,S3,res-s3-0a0cf7be,us-east-1,97.2,22.12,team-frontend,project-delta,production,normal
2024-06-27,S3,res-s3-0a0cf7be,us-east-1,89.15,20.94,team-frontend,project-delta,production,normal
2024-06-28,S3,res-s3-0a0cf7be,us-east-1,92.39,23.46,team-frontend,project-delta,production,normal
2024-06-29,S3,res-s3-0a0cf7be,us-east-1,93.05,18.44,team-frontend,project-delta,production,normal
2024-06-30,S3,res-s3-0a0cf7be,us-east-1,101.17,18.48,team-frontend,project-delta,production,normal
2024-01-01,S3,res-s3-618bf00d,ap-south-1,97.8,18.39,team-ml,project-beta,production,normal
2024-01-02,S3,res-s3-618bf00d,ap-south-1,100.29,19.65,team-ml,project-beta,production,normal
2024-01-03,S3,res-s3-618bf00d,ap-south-1,97.79,21.8,team-ml,project-beta,production,normal
2024-01-04,S3,res-s3-618bf00d,ap-south-1,97.34,21.29,team-ml,project-beta,production,normal
2024-01-05,S3,res-s3-618bf00d,ap-south-1,90.11,19.95,team-ml,project-beta,production,normal
2024-01-06,S3,res-s3-618bf00d,ap-south-1,92.05,23.97,team-ml,project-beta,production,normal
2024-01-07,S3,res-s3-618bf00d,ap-south-1,96.73,21.18,team-ml,project-beta,production,normal
2024-01-08,S3,res-s3-618bf00d,ap-south-1,99.27,20.72,team-ml,project-beta,production,normal
2024-01-09,S3,res-s3-618bf00d,ap-south-1,98.3,21.63,team-ml,project-beta,production,normal
2024-01-10,S3,res-s3-618bf00d,ap-south-1,97.63,18.6,team-ml,project-beta,production,normal
2024-01-11,S3,res-s3-618bf00d,ap-south-1,95.93,22.21,team-ml,project-beta,production,normal
2024-01-12,S3,res-s3-618bf00d,ap-south-1,87.59,23.12,team-ml,project-beta,production,normal
2024-01-13,S3,res-s3-618bf00d,ap-south-1,91.65,21.91,team-ml,project-beta,production,normal
2024-01-14,S3,res-s3-618bf00d,ap-south-1,93.0,22.61,team-ml,project-beta,production,normal
2024-01-15,S3,res-s3-618bf00d,ap-south-1,102.25,22.33,team-ml,project-beta,production,normal
2024-01-16,S3,res-s3-618bf00d,ap-south-1,95.08,19.29,team-ml,project-beta,production,normal
2024-01-17,S3,res-s3-618bf00d,ap-south-1,95.43,20.71,team-ml,project-beta,production,normal
2024-01-18,S3,res-s3-618bf00d,ap-south-1,93.99,19.37,team-ml,project-beta,production,normal
2024-01-19,S3,res-s3-618bf00d,ap-south-1,94.61,20.03,team-ml,project-beta,production,normal
2024-01-20,S3,res-s3-618bf00d,ap-south-1,91.11,20.72,team-ml,project-beta,production,normal
2024-01-21,S3,res-s3-618bf00d,ap-south-1,93.42,20.5,team-ml,project-beta,production,normal
2024-01-22,S3,res-s3-618bf00d,ap-south-1,104.28,18.57,team-ml,project-beta,production,normal
2024-01-23,S3,res-s3-618bf00d,ap-south-1,95.3,20.56,team-ml,project-beta,production,normal
2024-01-24,S3,res-s3-618bf00d,ap-south-1,90.66,21.99,team-ml,project-beta,production,normal
2024-01-25,S3,res-s3-618bf00d,ap-south-1,94.17,20.25,team-ml,project-beta,production,normal
2024-01-26,S3,res-s3-618bf00d,ap-south-1,89.01,18.92,team-ml,project-beta,production,normal
2024-01-27,S3,res-s3-618bf00d,ap-south-1,88.49,23.54,team-ml,project-beta,production,normal
2024-01-28,S3,res-s3-618bf00d,ap-south-1,97.02,18.4,team-ml,project-beta,production,normal
2024-01-29,S3,res-s3-618bf00d,ap-south-1,99.44,22.99,team-ml,project-beta,production,normal
2024-01-30,S3,res-s3-618bf00d,ap-south-1,97.94,18.56,team-ml,project-beta,production,normal
2024-01-31,S3,res-s3-618bf00d,ap-south-1,93.33,18.58,team-ml,project-beta,production,normal
2024-02-01,S3,res-s3-618bf00d,ap-south-1,95.37,22.43,team-ml,project-beta,production,normal
2024-02-02,S3,res-s3-618bf00d,ap-south-1,92.13,22.87,team-ml,project-beta,production,normal
2024-02-03,S3,res-s3-618bf00d,ap-south-1,91.01,21.34,team-ml,project-beta,production,normal
2024-02-04,S3,res-s3-618bf00d,ap-south-1,100.26,21.52,team-ml,project-beta,production,normal
2024-02-05,S3,res-s3-618bf00d,ap-south-1,95.54,21.37,team-ml,project-beta,production,normal
2024-02-06,S3,res-s3-618bf00d,ap-south-1,95.07,19.98,team-ml,project-beta,production,normal
2024-02-07,S3,res-s3-618bf00d,ap-south-1,95.05,18.73,team-ml,project-beta,production,normal
2024-02-08,S3,res-s3-618bf00d,ap-south-1,92.81,20.12,team-ml,project-beta,production,normal
2024-02-09,S3,res-s3-618bf00d,ap-south-1,91.03,21.99,team-ml,project-beta,production,normal
2024-02-10,S3,res-s3-618bf00d,ap-south-1,90.63,22.5,team-ml,project-beta,production,normal
2024-02-11,S3,res-s3-618bf00d,ap-south-1,96.0,23.21,team-ml,project-beta,production,normal
2024-02-12,S3,res-s3-618bf00d,ap-south-1,95.01,22.33,team-ml,project-beta,production,normal
2024-02-13,S3,res-s3-618bf00d,ap-south-1,103.95,23.81,team-ml,project-beta,production,normal
2024-02-14,S3,res-s3-618bf00d,ap-south-1,96.82,21.6,team-ml,project-beta,production,normal
2024-02-15,S3,res-s3-618bf00d,ap-south-1,96.05,20.11,team-ml,project-beta,production,normal
2024-02-16,S3,res-s3-618bf00d,ap-south-1,91.3,21.47,team-ml,project-beta,production,normal
2024-02-17,S3,res-s3-618bf00d,ap-south-1,92.54,19.28,team-ml,project-beta,production,normal
2024-02-18,S3,res-s3-618bf00d,ap-south-1,96.62,21.94,team-ml,project-beta,production,normal
2024-02-19,S3,res-s3-618bf00d,ap-south-1,100.04,19.35,team-ml,project-beta,production,normal
2024-02-20,S3,res-s3-618bf00d,ap-south-1,101.55,18.65,team-ml,project-beta,production,normal
2024-02-21,S3,res-s3-618bf00d,ap-south-1,100.93,23.07,team-ml,project-beta,production,normal
2024-02-22,S3,res-s3-618bf00d,ap-south-1,93.49,20.21,team-ml,project-beta,production,normal
2024-02-23,S3,res-s3-618bf00d,ap-south-1,92.29,22.58,team-ml,project-beta,production,normal
2024-02-24,S3,res-s3-618bf00d,ap-south-1,91.04,21.44,team-ml,project-beta,production,normal
2024-02-25,S3,res-s3-618bf00d,ap-south-1,99.1,22.84,team-ml,project-beta,production,normal
2024-02-26,S3,res-s3-618bf00d,ap-south-1,96.71,23.07,team-ml,project-beta,production,normal
2024-02-27,S3,res-s3-618bf00d,ap-south-1,105.01,23.85,team-ml,project-beta,production,normal
2024-02-28,S3,res-s3-618bf00d,ap-south-1,96.94,22.91,team-ml,project-beta,production,normal
2024-02-29,S3,res-s3-618bf00d,ap-south-1,88.95,21.68,team-ml,project-beta,production,normal
2024-03-01,S3,res-s3-618bf00d,ap-south-1,90.72,21.86,team-ml,project-beta,production,normal
2024-03-02,S3,res-s3-618bf00d,ap-south-1,89.42,18.16,team-ml,project-beta,production,normal
2024-03-03,S3,res-s3-618bf00d,ap-south-1,97.4,23.57,team-ml,project-beta,production,normal
2024-03-04,S3,res-s3-618bf00d,ap-south-1,96.78,22.98,team-ml,project-beta,production,normal
2024-03-05,S3,res-s3-618bf00d,ap-south-1,98.3,19.6,team-ml,project-beta,production,normal
2024-03-06,S3,res-s3-618bf00d,ap-south-1,91.56,19.08,team-ml,project-beta,production,normal
2024-03-07,S3,res-s3-618bf00d,ap-south-1,91.68,22.22,team-ml,project-beta,production,normal
2024-03-08,S3,res-s3-618bf00d,ap-south-1,83.8,19.85,team-ml,project-beta,production,normal
2024-03-09,S3,res-s3-618bf00d,ap-south-1,86.95,20.04,team-ml,project-beta,production,normal
2024-03-10,S3,res-s3-618bf00d,ap-south-1,97.17,18.04,team-ml,project-beta,production,normal
2024-03-11,S3,res-s3-618bf00d,ap-south-1,101.04,23.22,team-ml,project-beta,production,normal
2024-03-12,S3,res-s3-618bf00d,ap-south-1,100.9,21.4,team-ml,project-beta,production,normal
2024-03-13,S3,res-s3-618bf00d,ap-south-1,94.25,20.4,team-ml,project-beta,production,normal
2024-03-14,S3,res-s3-618bf00d,ap-south-1,92.81,18.85,team-ml,project-beta,production,normal
2024-03-15,S3,res-s3-618bf00d,ap-south-1,90.36,21.8,team-ml,project-beta,production,normal
2024-03-16,S3,res-s3-618bf00d,ap-south-1,88.11,18.18,team-ml,project-beta,production,normal
2024-03-17,S3,res-s3-618bf00d,ap-south-1,99.28,22.48,team-ml,project-beta,production,normal
2024-03-18,S3,res-s3-618bf00d,ap-south-1,101.31,19.29,team-ml,project-beta,production,normal
2024-03-19,S3,res-s3-618bf00d,ap-south-1,98.97,20.52,team-ml,project-beta,production,normal
2024-03-20,S3,res-s3-618bf00d,ap-south-1,97.14,20.05,team-ml,project-beta,production,normal
2024-03-21,S3,res-s3-618bf00d,ap-south-1,93.52,20.22,team-ml,project-beta,production,normal
2024-03-22,S3,res-s3-618bf00d,ap-south-1,84.83,22.33,team-ml,project-beta,production,normal
2024-03-23,S3,res-s3-618bf00d,ap-south-1,90.61,22.66,team-ml,project-beta,production,normal
2024-03-24,S3,res-s3-618bf00d,ap-south-1,93.06,21.41,team-ml,project-beta,production,normal
2024-03-25,S3,res-s3-618bf00d,ap-south-1,95.75,18.51,team-ml,project-beta,production,normal
2024-03-26,S3,res-s3-618bf00d,ap-south-1,98.79,18.32,team-ml,project-beta,production,normal
2024-03-27,S3,res-s3-618bf00d,ap-south-1,102.3,18.94,team-ml,project-beta,production,normal
2024-03-28,S3,res-s3-618bf00d,ap-south-1,94.73,21.71,team-ml,project-beta,production,normal
2024-03-29,S3,res-s3-618bf00d,ap-south-1,88.82,22.04,team-ml,project-beta,production,normal
2024-03-30,S3,res-s3-618bf00d,ap-south-1,92.85,19.63,team-ml,project-beta,production,normal
2024-03-31,S3,res-s3-618bf00d,ap-south-1,98.99,21.97,team-ml,project-beta,production,normal
2024-04-01,S3,res-s3-618bf00d,ap-south-1,101.45,20.91,team-ml,project-beta,production,normal
2024-04-02,S3,res-s3-618bf00d,ap-south-1,99.81,20.65,team-ml,project-beta,production,normal
2024-04-03,S3,res-s3-618bf00d,ap-south-1,95.18,19.64,team-ml,project-beta,production,normal
2024-04-04,S3,res-s3-618bf00d,ap-south-1,94.89,22.53,team-ml,project-beta,production,normal
2024-04-05,S3,res-s3-618bf00d,ap-south-1,91.44,18.68,team-ml,project-beta,production,normal
2024-04-06,S3,res-s3-618bf00d,ap-south-1,93.74,20.58,team-ml,project-beta,production,normal
2024-04-07,S3,res-s3-618bf00d,ap-south-1,96.81,19.7,team-ml,project-beta,production,normal
2024-04-08,S3,res-s3-618bf00d,ap-south-1,101.82,22.07,team-ml,project-beta,production,normal
2024-04-09,S3,res-s3-618bf00d,ap-south-1,98.03,20.92,team-ml,project-beta,production,normal
2024-04-10,S3,res-s3-618bf00d,ap-south-1,100.9,22.0,team-ml,project-beta,production,normal
2024-04-11,S3,res-s3-618bf00d,ap-south-1,93.49,18.27,team-ml,project-beta,production,normal
2024-04-12,S3,res-s3-618bf00d,ap-south-1,96.0,20.37,team-ml,project-beta,production,normal
2024-04-13,S3,res-s3-618bf00d,ap-south-1,89.4,21.6,team-ml,project-beta,production,normal
2024-04-14,S3,res-s3-618bf00d,ap-south-1,99.95,18.05,team-ml,project-beta,production,normal
2024-04-15,S3,res-s3-618bf00d,ap-south-1,99.3,19.81,team-ml,project-beta,production,normal
2024-04-16,S3,res-s3-618bf00d,ap-south-1,97.68,19.27,team-ml,project-beta,production,normal
2024-04-17,S3,res-s3-618bf00d,ap-south-1,95.65,18.82,team-ml,project-beta,production,normal
2024-04-18,S3,res-s3-618bf00d,ap-south-1,92.05,19.53,team-ml,project-beta,production,normal
2024-04-19,S3,res-s3-618bf00d,ap-south-1,91.52,19.97,team-ml,project-beta,production,normal
2024-04-20,S3,res-s3-618bf00d,ap-south-1,92.72,18.05,team-ml,project-beta,production,normal
2024-04-21,S3,res-s3-618bf00d,ap-south-1,93.36,22.48,team-ml,project-beta,production,normal
2024-04-22,S3,res-s3-618bf00d,ap-south-1,98.64,19.05,team-ml,project-beta,production,normal
2024-04-23,S3,res-s3-618bf00d,ap-south-1,106.03,20.28,team-ml,project-beta,production,normal
2024-04-24,S3,res-s3-618bf00d,ap-south-1,102.09,22.22,team-ml,project-beta,production,normal
2024-04-25,S3,res-s3-618bf00d,ap-south-1,94.16,21.0,team-ml,project-beta,production,normal
2024-04-26,S3,res-s3-618bf00d,ap-south-1,90.47,23.0,team-ml,project-beta,production,normal
2024-04-27,S3,res-s3-618bf00d,ap-south-1,91.62,22.84,team-ml,project-beta,production,normal
2024-04-28,S3,res-s3-618bf00d,ap-south-1,96.75,18.43,team-ml,project-beta,production,normal
2024-04-29,S3,res-s3-618bf00d,ap-south-1,95.68,23.17,team-ml,project-beta,production,normal
2024-04-30,S3,res-s3-618bf00d,ap-south-1,98.86,18.25,team-ml,project-beta,production,normal
2024-05-01,S3,res-s3-618bf00d,ap-south-1,92.2,18.11,team-ml,project-beta,production,normal
2024-05-02,S3,res-s3-618bf00d,ap-south-1,94.05,23.53,team-ml,project-beta,production,normal
2024-05-03,S3,res-s3-618bf00d,ap-south-1,92.12,23.17,team-ml,project-beta,production,normal
2024-05-04,S3,res-s3-618bf00d,ap-south-1,89.96,21.45,team-ml,project-beta,production,normal
2024-05-05,S3,res-s3-618bf00d,ap-south-1,99.49,21.44,team-ml,project-beta,production,normal
2024-05-06,S3,res-s3-618bf00d,ap-south-1,95.08,22.26,team-ml,project-beta,production,normal
2024-05-07,S3,res-s3-618bf00d,ap-south-1,95.25,20.51,team-ml,project-beta,production,normal
2024-05-08,S3,res-s3-618bf00d,ap-south-1,97.71,18.69,team-ml,project-beta,production,normal
2024-05-09,S3,res-s3-618bf00d,ap-south-1,95.86,18.13,team-ml,project-beta,production,normal
2024-05-10,S3,res-s3-618bf00d,ap-south-1,94.93,19.95,team-ml,project-beta,production,normal
2024-05-11,S3,res-s3-618bf00d,ap-south-1,90.03,22.81,team-ml,project-beta,production,normal
2024-05-12,S3,res-s3-618bf00d,ap-south-1,98.07,21.71,team-ml,project-beta,production,normal
2024-05-13,S3,res-s3-618bf00d,ap-south-1,98.6,22.99,team-ml,project-beta,production,normal
2024-05-14,S3,res-s3-618bf00d,ap-south-1,99.11,23.52,team-ml,project-beta,production,normal
2024-05-15,S3,res-s3-618bf00d,ap-south-1,99.63,18.53,team-ml,project-beta,production,normal
2024-05-16,S3,res-s3-618bf00d,ap-south-1,94.76,23.07,team-ml,project-beta,production,normal
2024-05-17,S3,res-s3-618bf00d,ap-south-1,86.1,19.46,team-ml,project-beta,production,normal
2024-05-18,S3,res-s3-618bf00d,ap-south-1,95.33,21.53,team-ml,project-beta,production,normal
2024-05-19,S3,res-s3-618bf00d,ap-south-1,98.93,21.14,team-ml,project-beta,production,normal
2024-05-20,S3,res-s3-618bf00d,ap-south-1,96.86,20.37,team-ml,project-beta,production,normal
2024-05-21,S3,res-s3-618bf00d,ap-south-1,100.81,19.86,team-ml,project-beta,production,normal
2024-05-22,S3,res-s3-618bf00d,ap-south-1,98.5,20.04,team-ml,project-beta,production,normal
2024-05-23,S3,res-s3-618bf00d,ap-south-1,93.67,20.0,team-ml,project-beta,production,normal
2024-05-24,S3,res-s3-618bf00d,ap-south-1,88.88,19.01,team-ml,project-beta,production,normal
2024-05-25,S3,res-s3-618bf00d,ap-south-1,89.45,21.06,team-ml,project-beta,production,normal
2024-05-26,S3,res-s3-618bf00d,ap-south-1,94.93,18.68,team-ml,project-beta,production,normal
2024-05-27,S3,res-s3-618bf00d,ap-south-1,102.19,21.06,team-ml,project-beta,production,normal
2024-05-28,S3,res-s3-618bf00d,ap-south-1,101.26,23.44,team-ml,project-beta,production,normal
2024-05-29,S3,res-s3-618bf00d,ap-south-1,95.98,20.1,team-ml,project-beta,production,normal
2024-05-30,S3,res-s3-618bf00d,ap-south-1,95.09,22.36,team-ml,project-beta,production,normal
2024-05-31,S3,res-s3-618bf00d,ap-south-1,82.65,22.91,team-ml,project-beta,production,normal
2024-06-01,S3,res-s3-618bf00d,ap-south-1,94.43,22.89,team-ml,project-beta,production,normal
2024-06-02,S3,res-s3-618bf00d,ap-south-1,90.04,19.42,team-ml,project-beta,production,normal
2024-06-03,S3,res-s3-618bf00d,ap-south-1,97.64,18.88,team-ml,project-beta,production,normal
2024-06-04,S3,res-s3-618bf00d,ap-south-1,96.28,19.18,team-ml,project-beta,production,normal
2024-06-05,S3,res-s3-618bf00d,ap-south-1,93.29,21.61,team-ml,project-beta,production,normal
2024-06-06,S3,res-s3-618bf00d,ap-south-1,96.18,22.56,team-ml,project-beta,production,normal
2024-06-07,S3,res-s3-618bf00d,ap-south-1,89.1,21.93,team-ml,project-beta,production,normal
2024-06-08,S3,res-s3-618bf00d,ap-south-1,92.24,19.06,team-ml,project-beta,production,normal
2024-06-09,S3,res-s3-618bf00d,ap-south-1,94.87,22.64,team-ml,project-beta,production,normal
2024-06-10,S3,res-s3-618bf00d,ap-south-1,100.13,20.96,team-ml,project-beta,production,normal
2024-06-11,S3,res-s3-618bf00d,ap-south-1,99.86,22.53,team-ml,project-beta,production,normal
2024-06-12,S3,res-s3-618bf00d,ap-south-1,93.33,22.56,team-ml,project-beta,production,normal
